lam,mu,method,ndcg@k,recall@k,category_coverage,exposure_parity,intra_list_sim,catalogue_coverage,gini,iif,aif,ibo,seconds,kwh,co2_kg,energy_measured
1.0,0.0,qubo_feasible,0.8677678465881551,0.325,0.8625,0.6525000000000001,0.006885927156714061,0.17655677655677657,0.8803150183150183,0.0018746433556246064,0.00013505635098860078,0.6666666666666666,19.385245900000882,,,False
1.0,1.0,greedy_topk,1.0,0.325,0.6354166666666666,0.9291666666666668,0.0483253892932963,0.1304029304029304,0.9284578754578755,0.0018746433556246064,0.00024643788131827716,0.6666666666666666,0.0004838999993808102,,,False
1.0,1.0,mmr,0.935533766286089,0.325,0.7375,0.8116666666666668,0.01711379052549803,0.15677655677655677,0.9013919413919413,0.0018746433556246066,0.00016461058723516502,0.6666666666666666,0.14109549999921,,,False
1.0,1.0,quota_mmr,0.868375820965225,0.325,1.0,0.25250000000000006,0.008897722530970847,0.17362637362637362,0.885003663003663,0.001871642623023874,0.00014827194245430807,0.6666666666666666,0.10757360000025074,,,False
1.0,1.0,qubo_sa,0.5534655034654002,0.275,1.0,0.21166666666666667,0.0030255066613625284,0.20586080586080585,0.8482747252747252,0.0019286776413388925,9.560341210558025e-05,0.4444444444444444,71.61743560000104,,,False
1.0,1.0,qubo_tabu,0.8332269562164637,0.325,1.0,0.19916666666666666,0.005221285342866545,0.18461538461538463,0.8731318681318682,0.001871642623023874,0.00013537834273290119,0.6666666666666666,11.5100652000001,,,False
1.0,1.0,qubo_feasible,0.7744514812068083,0.3,1.0,0.19916666666666666,0.004750363404837048,0.20073260073260074,0.8532600732600732,0.001882895370276621,0.0001108413239963015,0.5555555555555556,25.600257399999464,,,False
1.0,4.0,greedy_topk,1.0,0.325,0.6354166666666666,0.9291666666666668,0.0483253892932963,0.1304029304029304,0.9284578754578755,0.0018746433556246064,0.00024643788131827716,0.6666666666666666,0.000496600001497427,,,False
1.0,4.0,mmr,0.935533766286089,0.325,0.7375,0.8116666666666668,0.01711379052549803,0.15677655677655677,0.9013919413919413,0.0018746433556246066,0.00016461058723516502,0.6666666666666666,0.1322827000003599,,,False
1.0,4.0,quota_mmr,0.868375820965225,0.325,1.0,0.25250000000000006,0.008897722530970847,0.17362637362637362,0.885003663003663,0.001871642623023874,0.00014827194245430807,0.6666666666666666,0.10681779999868013,,,False
1.0,4.0,qubo_sa,0.5783859749019158,0.275,1.0,0.19916666666666666,0.0027600208724139637,0.2175824175824176,0.8327985347985348,0.001914836762218013,8.880291623439194e-05,0.4444444444444444,71.36276589999943,,,False
