ablation,setting,method,ndcg@k,recall@k,category_coverage,exposure_parity,intra_list_sim,catalogue_coverage,gini,iif,aif,ibo,seconds,kwh,co2_kg,energy_measured,parity_vs_equal,parity_vs_proportional
targets,equal,quota_mmr,0.8681616687009373,0.325,1.0,0.25250000000000006,0.008840910518619979,0.17509157509157508,0.8836190476190476,0.001871642623023874,0.00014785434341341722,0.6666666666666666,0.1675523000001249,,,False,0.25250000000000006,0.29275
targets,equal,qubo_tabu,0.8983116861012632,0.325,1.0,0.19916666666666666,0.01647821896049801,0.16996336996336997,0.8891611721611722,0.001871642623023874,0.00019224340443755212,0.6666666666666666,11.92979319999995,,,False,0.19916666666666666,0.26275000000000004
targets,equal,qubo_feasible,0.8434915119988154,0.3,1.0,0.19916666666666666,0.015357055547664353,0.19047619047619047,0.8674395604395604,0.001882895370276621,0.0001792303002783554,0.5555555555555556,34.618837800000165,,,False,0.19916666666666666,0.25799999999999995
targets,proportional,quota_mmr,0.8681616687009373,0.325,1.0,0.25250000000000006,0.008840910518619979,0.17509157509157508,0.8836190476190476,0.001871642623023874,0.00014785434341341722,0.6666666666666666,0.17582960000004277,,,False,0.25250000000000006,0.29275
targets,proportional,qubo_tabu,0.9295440515945153,0.3,0.9333333333333332,0.3583333333333333,0.024271698556512976,0.1619047619047619,0.8983626373626373,0.001886646286027537,0.00020751030085876636,0.5555555555555556,11.708923900000173,,,False,0.3583333333333333,0.10899999999999999
targets,proportional,qubo_feasible,0.8766346561339338,0.3,0.9270833333333333,0.36333333333333334,0.02164213603334648,0.1728937728937729,0.8875201465201465,0.001882895370276621,0.00020834064385082595,0.5555555555555556,37.44719569999984,,,False,0.36333333333333334,0.10874999999999999
